aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.9794	-0.3815	-0.3235	186.3403	47.7905	47.4243
-0.8744	-0.4097	-0.2902	188.1714	64.0259	44.0063
-0.7605	-0.4517	-0.2827	185.3027	70.9839	41.9922
-0.6799	-0.4889	-0.2924	175.2930	65.9180	41.0767
-0.6653	-0.5337	-0.3038	158.5693	51.5747	40.3442
-0.7001	-0.5238	-0.3120	136.4746	31.9214	38.3911
-0.7590	-0.5121	-0.3237	116.2109	9.4604	37.3535
-0.8367	-0.4764	-0.2938	98.8770	-9.1553	36.3770
-0.9065	-0.4281	-0.2864	89.5386	-19.9585	36.3159
-0.9602	-0.3921	-0.2574	88.2568	-23.4375	37.4146
-1.0079	-0.3733	-0.2666	93.3228	-17.8223	38.7573
-1.0271	-0.3695	-0.2654	101.3184	-1.7090	39.0625
-0.9684	-0.3779	-0.2866	110.8398	20.9961	38.5132
-0.8682	-0.4160	-0.2743	118.7134	38.8184	36.2549
-0.8219	-0.4410	-0.2767	123.1689	47.9126	31.7383
-0.8020	-0.4506	-0.2830	125.7935	48.8892	27.7100
-0.8014	-0.4447	-0.2638	127.4414	47.3022	27.1606
-0.8362	-0.4214	-0.2427	130.0049	49.3774	29.2969
-0.8705	-0.4120	-0.2489	133.9722	53.5889	33.3252
-0.8999	-0.4288	-0.2750	137.3901	61.3403	36.9263
-0.9282	-0.4578	-0.2932	138.1226	72.8760	39.4897
-0.9263	-0.4639	-0.2883	135.9863	86.6089	39.6118
-0.8514	-0.4829	-0.3094	132.1411	98.6328	37.9639
-0.6735	-0.5854	-0.3666	122.3755	103.6377	36.0107
-0.5443	-0.8018	-0.4193	96.6187	94.9097	30.2734
-0.6027	-1.0518	-0.4117	47.7295	74.1577	17.9443
-0.8007	-1.1705	-0.3956	-26.3672	53.4668	0.5493
-0.9001	-1.1279	-0.4237	-117.3096	40.2832	-20.7520
-0.8054	-0.9585	-0.4720	-216.8579	27.3438	-47.2412
-0.6118	-0.7369	-0.6414	-315.1855	-1.6479	-77.1484
-0.4755	-0.5225	-0.8734	-405.8838	-51.8799	-113.4644
-0.4797	-0.3575	-1.0879	-486.8164	-103.0273	-154.4189
-0.5271	-0.2609	-1.2610	-555.6641	-137.8174	-192.2607
-0.5913	-0.0692	-1.3187	-611.5723	-154.6631	-216.4917
-0.6200	0.2095	-1.3572	-646.0571	-153.5645	-231.5674
-0.9597	0.3680	-1.1953	-652.3437	-147.3389	-238.0371
-1.2905	0.1976	-0.9418	-634.3384	-111.2671	-220.5200
-1.5492	0.2555	-0.2494	-597.5952	-38.9404	-186.8896
-1.5891	0.3616	0.5415	-516.7847	16.1743	-124.2065
-1.1847	0.5699	0.7979	-397.9492	0.4272	-62.1338
-1.1470	0.4513	0.8732	-259.8877	-9.3384	12.6343
-1.3029	0.1802	0.8854	-150.5127	-22.3389	66.5894
-1.1207	0.1512	0.8799	-70.6787	-34.8511	95.3979
-0.8817	0.2766	0.8344	-3.2349	-40.5273	112.9150
-0.9182	0.2354	0.6949	59.3872	-40.3442	116.2720
