aX	 aY 	 aZ	 gX	 gY	 gZ	
-1.4982	-0.1942	-0.6012	-44.0063	-5.7983	36.9873
-1.5018	-0.1691	-0.5536	-48.5229	18.1274	37.9639
-1.4604	-0.1667	-0.5282	-50.1709	47.6074	37.8418
-1.4063	-0.1622	-0.5125	-53.8330	77.5146	37.3535
-1.3817	-0.1544	-0.4946	-59.2041	101.6846	38.8184
-1.3766	-0.1483	-0.4584	-65.5518	120.7886	41.9312
-1.3596	-0.1273	-0.4099	-72.5098	137.5122	45.5933
-1.2820	-0.1156	-0.3489	-79.2236	151.1841	50.7202
-1.2382	-0.0950	-0.2867	-85.2661	161.0718	56.3354
-1.3192	-0.0477	-0.2393	-88.0737	167.6636	61.0352
-1.3356	-0.0291	-0.2048	-86.6699	181.7627	65.9180
-1.2504	-0.0513	-0.1873	-82.4585	201.1719	72.2046
-1.1713	-0.0505	-0.1772	-80.5054	221.2524	75.4395
-1.1383	-0.0552	-0.1599	-78.3691	232.4219	75.1953
-1.0603	-0.0598	-0.1359	-80.7495	244.0186	74.7681
-0.9355	-0.0725	-0.0875	-86.1816	249.9390	79.2236
-0.8151	-0.0587	-0.0098	-91.4917	243.7744	83.2520
-0.7944	-0.0059	0.0775	-94.2383	227.2949	86.7920
-0.7935	0.0245	0.1532	-93.1396	208.8013	90.8813
-0.8459	0.0502	0.2078	-88.1958	193.5425	95.5811
-0.9221	0.0090	0.2345	-80.5054	188.1714	99.3042
-0.9329	-0.0138	0.2496	-74.6460	195.8008	100.2197
-0.9252	-0.0286	0.2656	-72.9980	211.6699	99.7925
-0.8575	-0.0132	0.2911	-74.2798	228.9429	101.6235
-0.7915	0.0004	0.3240	-75.8057	242.2485	105.7129
-0.7301	-0.0188	0.3560	-76.3550	250.9155	110.9619
-0.6123	-0.0295	0.3942	-76.7822	256.1035	113.7695
-0.4973	-0.0220	0.4436	-76.4771	255.1270	114.6851
-0.4349	0.0070	0.4934	-73.9136	247.6807	116.6382
-0.4070	0.0128	0.5367	-70.0073	237.9761	118.6523
