aX	aY	aZ	gX	gY	gZ	
-0.7384	0.2435	0.0958	110.5347	97.4121	-13.4888
-0.7113	0.2358	0.1078	89.6606	97.6563	-8.1177
-0.6438	0.2312	0.1276	72.1436	93.8721	-1.3428
-0.5638	0.2211	0.1650	56.8848	85.3882	5.7983
-0.4850	0.1970	0.2142	44.9219	74.4019	13.2446
-0.4163	0.1643	0.2777	33.6304	60.9741	18.9819
-0.3647	0.1051	0.3273	22.5220	47.3633	22.2778
-0.3236	0.0457	0.3673	10.7422	35.5225	23.2544
-0.3024	-0.0038	0.3970	0.0610	22.4609	20.0806
-0.3112	-0.0353	0.4418	-9.0942	8.6060	15.1978
-0.3828	-0.0476	0.4949	-17.5781	-1.9531	8.1787
-0.4585	-0.0564	0.5332	-22.6440	-5.3101	0.3052
-0.4633	-0.0430	0.5952	-26.8555	-6.2866	-5.0049
-0.4396	-0.0115	0.6862	-29.2358	-7.7515	-7.1411
-0.4161	0.0037	0.7216	-26.6724	-8.2397	-8.4839
-0.3756	-0.0022	0.7344	-21.1792	-8.6670	-8.6060
-0.3424	-0.0298	0.7552	-15.5640	-13.3667	-6.9580
-0.3271	-0.0693	0.7675	-10.6812	-19.3481	-6.0425
-0.3418	-0.1017	0.7635	-6.2866	-25.6958	-7.5073
-0.3818	-0.1270	0.7460	-2.8687	-32.5928	-11.2305
-0.4404	-0.1481	0.7460	-2.6245	-40.0391	-15.0757
-0.4969	-0.1646	0.7513	-5.1270	-44.2505	-17.7612
-0.5146	-0.1714	0.7622	-10.5591	-43.3350	-19.4702
-0.4891	-0.1678	0.7822	-18.8599	-39.7339	-19.6533
-0.4543	-0.1483	0.8083	-27.1606	-35.8887	-18.7378
-0.4336	-0.1143	0.8340	-32.7148	-32.7148	-17.3340
-0.4147	-0.0790	0.8507	-34.6680	-30.5786	-15.9302
-0.3824	-0.0532	0.8767	-33.9355	-31.4941	-14.4653
-0.3478	-0.0438	0.8954	-31.4941	-33.9966	-14.4043
-0.3293	-0.0496	0.8931	-27.4658	-36.4380	-15.8081
-0.3219	-0.0509	0.9060	-24.1699	-39.7339	-17.8223
-0.3082	-0.0444	0.9143	-21.4844	-43.4570	-19.7754
-0.2928	-0.0289	0.9066	-19.4702	-46.4478	-21.7285
-0.2830	-0.0062	0.8860	-17.9443	-49.8047	-23.6816
-0.2750	0.0209	0.8549	-17.7002	-54.3823	-26.0010
-0.2830	0.0551	0.8152	-18.1274	-59.9976	-28.3203
-0.2990	0.0876	0.7777	-18.8599	-65.9180	-30.2734
-0.3105	0.1173	0.7339	-20.7520	-72.0215	-31.2500
-0.3367	0.1544	0.7014	-23.3765	-75.1953	-31.7993
-0.3750	0.1976	0.6959	-24.4141	-74.4629	-33.4473
-0.3964	0.2426	0.6973	-22.6440	-69.7021	-36.1938
-0.3849	0.2725	0.6891	-18.4326	-60.7910	-39.9170
-0.3496	0.2850	0.6615	-13.0615	-50.0488	-44.2505
-0.2928	0.2904	0.6307	-8.3618	-40.8936	-48.5229
-0.2313	0.2902	0.5997	-5.3101	-36.3770	-52.4902
-0.1825	0.2876	0.5702	-4.8218	-36.8042	-56.5186
-0.1488	0.2950	0.5446	-6.7749	-41.6870	-61.2793
-0.1161	0.3049	0.5300	-10.8643	-49.9878	-67.7490
-0.0911	0.3213	0.5212	-17.2729	-59.9976	-75.2563
-0.1139	0.3446	0.5310	-24.4141	-70.1294	-83.3130
-0.1863	0.3707	0.5576	-31.1279	-76.7822	-91.7358
-0.2562	0.3954	0.5806	-36.1938	-76.1719	-99.6094
-0.2893	0.4220	0.5979	-37.7808	-68.5425	-106.0181
-0.2751	0.4471	0.6101	-35.2173	-56.2134	-111.1450
-0.2437	0.4663	0.6101	-29.6021	-42.4805	-115.1123
-0.1962	0.4728	0.5931	-22.2778	-30.6396	-118.8354
-0.1318	0.4705	0.5724	-14.7095	-25.0854	-122.1313
-0.0911	0.4540	0.5654	-10.5591	-27.8931	-127.5635
-0.0903	0.4098	0.5586	-11.6577	-38.3911	-135.5591
-0.1675	0.3768	0.5669	-17.5781	-54.0161	-145.8740
-0.3429	0.3751	0.5771	-26.7334	-65.3687	-157.1655
-0.5050	0.4094	0.6149	-35.5225	-67.9932	-166.8091
-0.6355	0.4515	0.6648	-39.9170	-65.1245	-174.4385
-0.7272	0.4698	0.6885	-37.5366	-57.2510	-177.3071
